word,frequency,example_sentence,reading,meaning,part_of_speech
シュウレン,5,ベレニス解放軍の解散を機に、自身の修練も兼ねてコルニア各地で復興や盗賊狩りなどに従事した数年後、よりいっそう剣が冴えて騎士団領に戻った彼女を騎士たちは歓迎騎士として後進育成に力を入れると騎士団全体の戦力底上げに寄与したのだった。,,,
チリヂリ,5,散り散りです逃げ遅れた者も。,,,
トスル,5,民たちも神聖なる土地を守るため命を賭して耐え抜くと誓ってくれた。,,,
カンガイ,5,まさか自分の即位と同じほど感慨深く思うことになるとはな。,,,
ツトマル,5,たった一人の主の護衛もままならなかった俺に、その役目が務まるかと。,,,
ホオ,5,猫の前では頬を緩ませるとの噂を聞き城内の猫を呼び寄せようと。,,,
バンゼン,5,未だ万全とは言えませんが、皆の信心も少しずつ戻ってきています。,,,
ヒロマル,5,すでに名声は広まっており民は殿下への協力を惜しみません。,,,
タツジン,5,人の弓の技もまた興味深い達人は一度に三本の矢を放つと聞く。,,,
カザル,5,綺麗なお花ありがとうございますさっそく飾りますね。,,,
サタ,5,ご無沙汰しております。,,,
ガレキ,5,瓦礫、廃屋、疫病の揃った荒廃の地。,,,
ジャクタイ,5,敵のを減らし、攻撃力を下げ大きく弱体化させられます。,,,
ランボウ,5,反乱解放軍の人たちってゼノイラ軍みたく乱暴かと思ってたよ。,,,
コエカケ,5,気が変わったらまたお声がけください。,,,
スキカッテ,5,この町は特にゼノイラ軍に好き勝手された町でな。,,,
ツミホロボシ,5,この程度ではまだまだ罪滅ぼしにもなりません。,,,
ココロザシ,5,これが志で終わらないためにもともに王城奪還を成し遂げよう。,,,
テンテキ,5,これなら、天敵の「ホプリタイ」にも多少対抗できる、試してみてくれ。,,,
オシバナ,5,ウメルス覚えてるあなたが押し花を。,,,
ホホウ,5,ほほう、これは部下にもおすそ分けしてやろう。,,,
スクイ,5,苦しむ人にはなおのこと信仰の救いが必要となるわ。,,,
ジュンバン,5,なるほどでは手記の示す順番に従い調べていくとしよう。,,,
ヤリナオス,5,解放軍がゼノイラを追い出せば教団はまたやり直せるはずなんだ。,,,
マンマト,5,クカカ馬鹿めまんまと寄ってきたな。,,,
バフ,5,バフ「エンハンスドスピア」が持ち味です。,,"〔淡黄褐色のもみ革, その色〕 buff.",
ワカゾウ,5,ふん反乱軍の長がまさかこんな若造だとはな。,,,
アシモト,5,足元に隕鉄石を嵌める穴がありますここに捧げろということでしょうか。,,,
チャカイ,5,これはなかなかの代物だアレイン、あとで茶会を開くぞ。,,,
グアイ,5,ゲイリー様お怪我の具合は。,,,
ノリコム,5,俺を見て乗り込もうとする輩は少ないだろうが気は抜くまい。,,,
ショミン,5,あの新入り腕は立つし、よく働くけど話し口調からすると庶民じゃないすね。,,,
ロッド,5,そんなときに「フェザーロッド」の出番ってわけさ。,,〔棒・さお〕 a rod.,
ミダス,5,町の秩序を乱す輩は私が排除するこの飛竜と共にな。,,【ギ神話】 Midas.,ギ神話
マジック,5,味方の「マジックセイバー」などとあわせれば後列の撃破は容易になる。,,〔曲名〕 Magic.,
チイ,5,自らゼノイラ軍と戦うために地位一切を捨てられるとは何と潔い。,,,
ヨワミ,5,我らの弱みは一撃の軽さだ体力の多い敵を仕留められない。,,,
エンカク,5,強力な作戦だが遠隔攻撃には手も足も出ない。,,,
ケッテン,5,「フォロースラッシュ」の欠点は命中率の低さだ。,,,
エリーナ,5,エリーナ心配をかけて済まなかった。,,,
メイチュウ,5,攻撃が命中さえしていれば何度でも反撃してやる。,,,
シイル,5,寒空の下ひもじい暮らしを強いられてきました。,,,
シタ,5,寒空の下ひもじい暮らしを強いられてきました。,,,
カノ,5,かの国に力を貸すのは教皇様のご意志だ。,,〔ナイジェリア北部最大の商工業都市〕 Kano.,
ウチカツ,5,神話の時代に五英雄が悪魔と戦い打ち勝ったという伝説があります。,,,
タタキコム,5,油断した敵にもう一発叩きこんでやる気に入ったら雇用してくれよな。,,,
イジメル,5,だからあまりいじめないであげてよ。,,,
アクジ,5,このような悪事もはや相手が獣人だろうと手加減はせんぞ。,,,
コウソク,5,俺は正教の者ではないが反乱軍に拘束されると思っていた。,,,
ホンドウ,5,長く険しい一本道の先にビスファイン大聖堂があります。,,,
カツヨウ,5,部隊は、18私がリーダーなら山や川も越えられるから活用してね。,,,
セケン,5,名声とは何かだと一言で言えばあんたらの世間での知名度や評判だな。,,,
フヨ,5,「ウィッチ」は18氷の魔弾で攻撃したり18味方の攻撃に魔力を付与できます。,,,
オノ,5,斧の英雄像ですね。,,,
ミウチ,5,身内の値踏みは甘いのにお前は自分に厳しすぎる。,,,
ジッセン,5,畏まりましたでは実践あるのみですな。,,,
ノバス,5,ずいぶんと髪をのばされたようだな。,,,
ホホホ,5,ホホこのような所にまでご支援いただけるとは。,,,
アットウ,5,敵は歩兵で構成された部隊私が奴らを圧倒してみせましょう。,,,
フコウ,5,河を跨るこの大橋が無事だったのは不幸中の幸いでした。,,,
シイ,5,残念だが無理強いはすまい。,,,
シュウリョウ,5,戦闘終了時に味方一体の傷を癒やす「ファーストエイド」。,,,
キホン,5,編成の基本は、前方で守りを固め後方にか弱い者や主力を置くことです。,,,
ナナ,5,残る風神の武具はあと七つです。,,〔エミール・ゾラ作の小説〕 Nana.,
ジゼン,5,たしかに事前の想定より苦戦しております。,,,
ダジン,5,敵を一網打尽にできる攻撃ですぜひご活用ください。,,,
オシム,5,すでに名声は広まっており民は殿下への協力を惜しみません。,,,
イチモウ,5,敵を一網打尽にできる攻撃ですぜひご活用ください。,,,
チュウジツ,5,クカカ実に愉快これほど忠実に従うとはな。,,,
オマケ,5,敵はゼノイラ軍も組み込んだ大軍おまけに地の利も相手にあるが。,,,
カカス,5,ふんまぁよかろうあの娘は今後の支配に欠かせぬ。,,,
ツゲル,5,理由も言わずに遠くに行くと告げた時。,,,
チョウショ,5,俺たちの長所は高い防御力だ前列に立って仲間を守ってみせる。,,,
テッキリ,5,己が主を守りきれなかったと俺はてっきり。,,,
コルサイト,5,修復にはコルサイト石が30個は必要だね。,,,
バース,5,修復にはバースライト石が30個は必要だね。,,"1 Barth, John (1930-　; 米国の作家).",
ライト,5,修復にはバースライト石が30個は必要だね。,,"1 Wright, Frank Lloyd (1867-1959; 米国の建築家).",
ソゾク,5,お前らも鼠族と侮るかこの力たっぷりと味あわせてやる。,,,
エイ,5,ええい、若造ワシの邪魔ばかりしよって。,,,
カンジトル,5,指輪に聖なる力が込められたのが感じ取れるかなり強い力よ。,,,
ギモン,5,俺が王になりゃそんな疑問も浮かんでこなくなるだろうさ。,,,
サソリ,5,蠍が描いてあるわ手記によるとこれは1番目ね。,,,
ゼル,5,ゼルクーバ砦。,,,
イサギヨイ,5,自らゼノイラ軍と戦うために地位一切を捨てられるとは何と潔い。,,,
サイアク,5,ペンダントもろとも壊れたら最悪じゃんか。,,,
ツキススム,5,私自分でも驚いているんです自分の意志で突き進めたことに。,,,
イチオウ,5,警備が徹底してるから大丈夫だと思うけど、一応気をつけた方がいいよ。,,,
アイラシイ,5,ふふ、頬張っているお姿さながら小動物のように愛らしかったです。,,,
オクガタ,5,ジスラン様も病で奥方を亡くされ人が変わられた。,,,
ドイツ,5,周りに何言われるかと身構えてたが案外、どいつも祝福してくれてよ。,ドイツ文字,Germany; 〔公式名〕 ドイツ連邦共和国 the Federal Republic of Germany. ▷German adj.; 〔首都〕 ベルリン Berlin. ▶1949-90 年には東ドイツ (East Germany) と西ドイツ (West Germany) に分かれていた.,印刷
トドケル,5,あなたが町の修復資材を届けてくれたんですって。,,,
キュウエン,5,エルヘイムの軍に救援を求めたのですが。,,,
ショウメン,5,作戦の指定がないと、基本的には正面の敵ばかりを狙ってしまいます。,,,
ゼンシン,5,気持ちが高ぶって椅子から転げ落ち全身を打ってしまった方。,,,
オウセン,5,そこで仲間が兵器で応戦してるんだ。,,,
キャラクター,5,これはドラマデバッグでのみ表示されるダイアログです契約の儀式で選択したことにしたいキャラクターを選んでください。,3,1 〔個性・性格〕 character.,電算
イマイマシイ,5,この地に足を踏み入れるとは忌々しい反乱軍どもめ。,,,
コウリュウ,5,これからはいろいろなモノや人との交流が増えそうですね。,,,
カタン,5,ゼノイラ軍に加担するエルフもいる。,,,
イカニ,5,いかに長命と叡知を持つ我らといえども貧すれば鈍する。,,,
サガシ,5,いやあ光る石探しの方がいいって。,,,
ヨッパラウ,5,酔っぱらった力自慢な輩が絡んでくるかもしれないからさ。,,,
ドクミ,5,さっきゼノイラ兵を追っ払った町でもらったのさで、これから毒見。,,,
ヒッパル,5,お、おいクロエ引っ張るなって。,,,
ヒキシメル,5,そうかでは気を引き締めて挑戦することにしよう。,,,
サマヨウ,5,そうだ、それこそが教皇の力彷徨える魂を鎮める力だ。,,,
テハズ,5,仕方ない作戦は立ててるし手筈どおりにね。,,,
フクメル,5,指揮官含め、兵たちは粗野で乱暴どうか同胞をお助けください。,,,
トイタダス,5,ホードルのもとへ向かおう事情を問い質すんだ。,,,
