sentence,cleaned_sentence
アレイン、よくやり遂げたな 君ならできると信じていた。,アレイン、よくやり遂げたな君ならできると信じていた。
無論、そうでなければ 契約などしていないさ。,無論、そうでなければ契約などしていないさ。
…もう試さないのか、だって？。,もう試さないのか、だって。
今の君を見ればその必要がないことは 一目瞭然だとも。,今の君を見ればその必要がないことは一目瞭然だとも。
君は立派に使命を果たしたわけだが …ふ、まだ私が必要かな？。,君は立派に使命を果たしたわけだがふ、まだ私が必要かな。
せっかくここまで来られたのだし 必要とあらば、どこまでも付き合うぞ。,せっかくここまで来られたのだし必要とあらば、どこまでも付き合うぞ。
君が一国の王…か。,君が一国の王か。
ふ、心なしか顔つきも 変わったように見える。,ふ、心なしか顔つきも変わったように見える。
もう試すまでもないな 君は誰よりもたくましくなった。,もう試すまでもないな君は誰よりもたくましくなった。
たまにはエルヘイムにも 顔を出すといい。,たまにはエルヘイムにも顔を出すといい。
世界を救った英雄が来れば 皆も喜ぶだろうからな。,世界を救った英雄が来れば皆も喜ぶだろうからな。
しかし…他国の戴冠式など 新鮮な体験でしたね。,しかし他国の戴冠式など新鮮な体験でしたね。
ええ、エルヘイムの接ぎの儀とも まったく違うもので美しかったです。,ええ、エルヘイムの接ぎの儀ともまったく違うもので美しかったです。
他国の皆が見守る戴冠式というのも 世界が一つになったようで素敵でした。,他国の皆が見守る戴冠式というのも世界が一つになったようで素敵でした。
ふふ…エルヘイムもいずれ 人の出入りが多くなっていくでしょう。,ふふエルヘイムもいずれ人の出入りが多くなっていくでしょう。
エルトリンデ様の思い描く 異種族間の絆…。,エルトリンデ様の思い描く異種族間の絆。
この戴冠式を経た者も皆 同じ思いを抱くといいですね。,この戴冠式を経た者も皆同じ思いを抱くといいですね。
ええ、私もそれを願っています。,ええ、私もそれを願っています。
我々がこうして自国を出ることに 抵抗が無くなる日が来るとは…。,我々がこうして自国を出ることに抵抗が無くなる日が来るとは。
解放軍であったころは どこへ行っても戦いの日々でしたが。,解放軍であったころはどこへ行っても戦いの日々でしたが。
この度はこのような祝いのために 来訪できて嬉しく思います。,この度はこのような祝いのために来訪できて嬉しく思います。
あらためてアレイン様 ご即位おめでとうございます。,あらためてアレイン様ご即位おめでとうございます。
ロザリンデ様、お腹の方は もう満たされましたか。,ロザリンデ様、お腹の方はもう満たされましたか。
ええ、戴冠式に相応しい 豪勢なお食事だったわ。,ええ、戴冠式に相応しい豪勢なお食事だったわ。
コルニアの料理っておいしいのよね これなら毎週食べたいくらい…。,コルニアの料理っておいしいのよねこれなら毎週食べたいくらい。
毎週ですか…！？。,毎週ですか。
そうですね…ですが…毎週 コルニアに赴くと考えると費用は…。,そうですねですが毎週コルニアに赴くと考えると費用は。
ふふっ、冗談に決まってるでしょ ララノアったら真剣に考えすぎよ。,ふふっ、冗談に決まってるでしょララノアったら真剣に考えすぎよ。
申し訳ありません…ロザリンデ様の 願いはすべて叶えたいもので…。,申し訳ありませんロザリンデ様の願いはすべて叶えたいもので。
陛下に指輪を貰ってから いろいろ考えてたんだけどさ…。,陛下に指輪を貰ってからいろいろ考えてたんだけどさ。
なんだかんだアタシって 母さんの通った道を辿ってるんだよな。,なんだかんだアタシって母さんの通った道を辿ってるんだよな。
戦うことも、人間と一緒になることも どっちもよく思ってなかったのに…。,戦うことも、人間と一緒になることもどっちもよく思ってなかったのに。
